reviewId,content,score
b2756d80-4340-4c06-a4da-4650a1507c45,Please fix the network connection problem,1
5126be8d-3454-497c-aad8-7580d1af67d3,👌,5
fbeb7848-498e-43ca-86c7-cf053edf22ef,good,4
38c7a9f9-35d9-41c8-8823-69f134e0cc4c,Nice,1
70959a07-6ec9-417f-929b-2b12bf8d12cf,I very like this ever,5
a87fb286-e8c2-4eff-8e30-037c62f7e498,Notification are always late or don't even tell u,2
4d173deb-a275-436c-b935-77d2c53eaf28,cool beans👍,5
b86527b9-21a3-459a-b303-24723c1a7701,"A lot of issues after the recent update such as calls not going through the other person, the search conversation not working, and network connectivity issues.",2
b3beae62-e75a-4d40-8a32-c0bf68d01667,"can't send messages, always ""waiting for network"" even though i have a strong internet connection. i tried to uninstall the app and install again but still no changes.",1
d3a0a3fd-1eb3-4326-8b09-2f9440b85d5a,awesomeness,5
6d9c84d5-df3a-4eae-b1fe-67418863d7ad,"it's good I can't say anything about it,",4
75177d80-2b55-4dd8-82d0-0aaafff189b2,"I have to open it every time to use it, update it,, not good",1
a1daaa5a-c05e-4a20-b859-1a12da372f25,This app always give CV stress as lways released no wifi network read until now I don't. Now why pls help me how can I restore,1
956f3b38-c339-49fd-ba56-52ae04ab2b85,good 👍,4
cc3ffb04-ac6f-4dd3-bb8b-dee29d2c47eb,Honoring,5
701aea60-c127-489c-a5d7-f85de97c3d07,good 👍,5
9add8ddd-e23f-4c5f-88c4-d56b3972c399,😍😍😍😍😍😍,5
0be41c8d-790c-4094-84a7-08d44affb1f2,Yessir,5
5acf10e2-acae-403c-9744-4bfe4328f0cc,Slow work on sending messages and share media.,1
cafe5211-1ea3-4796-b8e3-521b3be7a043,Switch acc not working. Had to reinstall,1
015bbf13-3e50-48bb-bc26-59a7032ed163,@3ikipok@)4[al0pappaap😎Ali pap oaa 😝🤪🤪🤪😃🤪🤩😜😏😘,1
a31cf8cf-1ac0-41d2-8d40-8c51e28c190f,STOP THE ENCRYPTED MESSAGES PLEASE I CANT SEE OLD PHOTOS THAT WAS SENT,1
c46a59e0-53a3-4b7a-99ff-8d90b19bf31f,zaheer,3
bd2fca99-9d60-4abf-9e95-24b8c0f19c7a,The call was perfect and clear. No problems at all.,5
